"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 12월 11일","0.100","0.150","0.200","0.100","524.43K","-83.33%"
"2018년 06월 28일","0.600","0.550","0.650","0.450","228.51K","9.09%"
"2018년 06월 27일","0.550","0.550","0.600","0.500","114.34K","0.00%"
"2018년 06월 26일","0.550","0.600","0.600","0.500","235.29K","-8.33%"
"2018년 06월 25일","0.600","0.650","0.650","0.550","187.27K","-7.69%"
"2018년 06월 22일","0.650","0.700","0.700","0.650","351.80K","-13.33%"
"2018년 06월 21일","0.750","0.700","0.850","0.700","922.59K","7.14%"
"2018년 06월 20일","0.700","0.700","0.700","0.600","413.64K","-6.67%"
"2018년 06월 19일","0.750","0.950","0.950","0.700","1.03M","-21.05%"
"2018년 06월 18일","0.950","1.100","1.100","0.900","540.95K","-13.64%"
"2018년 06월 15일","1.100","1.100","1.300","1.100","644.39K","0.00%"
"2018년 06월 14일","1.100","1.600","1.600","1.050","1.13M","-29.03%"
"2018년 06월 13일","1.550","2.000","2.050","1.550","493.79K","-22.50%"
"2018년 06월 12일","2.000","1.900","2.300","1.900","672.39K","11.11%"
"2018년 06월 11일","1.800","1.850","1.900","1.800","24.40K","0.00%"
"2018년 06월 08일","1.800","2.100","2.100","1.800","85.07K","-14.29%"
"2018년 06월 07일","2.100","1.850","2.100","1.800","80.31K","16.67%"
"2018년 06월 06일","1.800","1.750","1.800","1.750","45.53K","2.86%"
"2018년 06월 05일","1.750","1.850","1.850","1.750","14.70K","0.00%"
"2018년 06월 04일","1.750","1.850","2.000","1.750","59.48K","-5.41%"
"2018년 06월 01일","1.850","1.700","1.950","1.700","168.18K","5.71%"
"2018년 05월 31일","1.750","1.800","1.800","1.700","17.55K","0.00%"
"2018년 05월 30일","1.750","1.800","1.950","1.700","60.26K","2.94%"
"2018년 05월 29일","1.700","2.150","2.150","1.700","92.00K","-22.73%"
"2018년 05월 28일","2.200","2.050","2.200","2.000","48.52K","10.00%"
"2018년 05월 23일","2.000","2.150","2.200","1.900","22.09K","0.00%"
"2018년 05월 22일","2.000","1.900","2.250","1.750","60.18K","5.26%"
"2018년 05월 18일","1.900","1.850","1.900","1.800","8.44K","11.76%"
"2018년 05월 17일","1.700","1.900","1.900","1.700","13.20K","3.03%"
"2018년 05월 16일","1.650","1.850","1.850","1.600","23.18K","-2.94%"
"2018년 05월 15일","1.700","1.900","1.900","1.700","6.27K","-5.56%"
"2018년 05월 14일","1.800","1.800","2.000","1.800","9.46K","5.88%"
"2018년 05월 11일","1.700","1.650","1.900","1.500","27.42K","-8.11%"
"2018년 05월 10일","1.850","1.950","2.000","1.650","19.72K","-7.50%"
"2018년 05월 09일","2.000","1.700","2.100","1.700","7.10K","0.00%"
"2018년 05월 08일","2.000","1.950","2.050","1.800","127.46K","0.00%"
"2018년 05월 07일","2.000","2.000","2.200","1.950","34.53K","0.00%"
"2018년 05월 04일","2.000","2.000","2.150","1.900","66.39K","-2.44%"
"2018년 05월 03일","2.050","1.800","2.150","1.700","58.64K","2.50%"
"2018년 05월 02일","2.000","1.950","2.200","1.900","29.85K","0.00%"
"2018년 05월 01일","2.000","2.250","2.250","1.800","67.72K","-9.09%"
"2018년 04월 30일","2.200","2.350","2.500","2.000","73.96K","-10.20%"
"2018년 04월 25일","2.450","2.800","2.800","2.350","67.97K","-7.55%"
"2018년 04월 24일","2.650","2.850","3.000","2.550","43.58K","-7.02%"
"2018년 04월 23일","2.850","2.850","3.000","2.800","32.35K","-5.00%"
"2018년 04월 20일","3.000","2.600","3.350","2.600","100.85K","15.38%"
"2018년 04월 19일","2.600","2.400","2.750","2.350","57.42K","10.64%"
"2018년 04월 18일","2.350","2.700","2.750","2.300","71.26K","-9.62%"
"2018년 04월 17일","2.600","2.950","3.000","2.600","74.34K","-10.34%"
"2018년 04월 16일","2.900","3.000","3.100","2.500","132.19K","-12.12%"
"2018년 04월 13일","3.300","3.700","3.700","3.200","42.32K","-9.59%"
"2018년 04월 12일","3.650","3.550","4.150","3.550","145.01K","-3.95%"
"2018년 04월 11일","3.800","3.500","3.800","3.400","34.92K","2.70%"
"2018년 04월 10일","3.700","3.650","4.000","3.300","44.45K","1.37%"
"2018년 04월 09일","3.650","4.300","4.650","3.500","245.87K","498.36%"
"2017년 12월 13일","0.610","0.480","0.610","0.480","3.32M","25.77%"
"2017년 12월 12일","0.485","0.470","0.485","0.440","379.40K","-3.00%"
"2017년 12월 11일","0.500","0.475","0.500","0.470","485.25K","1.01%"
"2017년 12월 08일","0.495","0.495","0.495","0.470","281.85K","-1.00%"
