"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 04월 07일","5.27","5.41","5.42","5.32","0.43K","-0.57%"
"2016년 04월 06일","5.30","5.38","5.38","5.38","1.51K","1.34%"
"2016년 04월 05일","5.23","5.32","5.32","5.32","0.01K","-1.69%"
"2016년 04월 04일","5.32","5.19","5.42","5.19","0.81K","3.10%"
"2016년 04월 01일","5.16","5.35","5.35","5.22","3.60K","-0.77%"
"2016년 03월 31일","5.20","5.09","5.09","5.09","0.01K","5.05%"
"2016년 03월 30일","4.95","4.77","4.77","4.77","0.01K","3.77%"
"2016년 03월 29일","4.77","4.90","4.90","4.87","0.09K","-1.45%"
"2016년 03월 24일","4.84","4.87","4.87","4.87","0.01K","1.04%"
"2016년 03월 23일","4.79","4.88","4.91","4.82","1.52K","-0.42%"
"2016년 03월 22일","4.81","4.95","4.95","4.87","0.69K","-1.03%"
"2016년 03월 21일","4.86","5.01","5.01","4.96","0.14K","-1.42%"
"2016년 03월 18일","4.93","4.96","5.01","4.96","0.03K","-1.20%"
"2016년 03월 17일","4.99","5.05","5.13","5.00","1.64K","0.81%"
"2016년 03월 16일","4.95","5.08","5.10","5.08","0.26K","2.06%"
"2016년 03월 15일","4.85","4.61","4.87","4.61","0.02K","0.00%"
"2016년 03월 14일","4.85","4.97","4.97","4.85","0.28K","-2.61%"
"2016년 03월 11일","4.98","5.05","5.05","4.93","1.53K","1.63%"
"2016년 03월 10일","4.90","4.99","5.01","4.84","1.32K","-3.35%"
"2016년 03월 09일","5.07","4.98","5.08","4.95","0.55K","1.20%"
"2016년 03월 08일","5.01","5.00","5.20","5.00","0.24K","-1.57%"
"2016년 03월 07일","5.09","4.97","4.97","4.95","0.18K","3.46%"
"2016년 03월 04일","4.92","4.86","4.89","4.78","0.76K","0.82%"
"2016년 03월 03일","4.88","4.95","4.95","4.79","1.81K","-1.41%"
"2016년 03월 02일","4.95","4.99","4.99","4.90","0.82K","-0.80%"
"2016년 03월 01일","4.99","4.96","5.02","4.91","0.14K","0.00%"
"2016년 02월 29일","4.99","4.95","4.96","4.95","0.02K","0.20%"
"2016년 02월 26일","4.98","5.27","5.30","5.23","0.45K","-1.58%"
"2016년 02월 25일","5.06","4.99","4.99","4.95","0.01K","4.33%"
"2016년 02월 24일","4.85","4.72","4.72","4.72","0.00K","-0.82%"
"2016년 02월 23일","4.89","5.50","5.50","5.00","0.78K","-9.44%"
"2016년 02월 22일","5.40","5.24","5.24","5.24","0.01K","4.85%"
"2016년 02월 19일","5.15","5.37","5.57","5.19","1.12K","-1.72%"
"2016년 02월 18일","5.24","5.36","5.50","5.33","0.42K","3.35%"
"2016년 02월 17일","5.07","4.87","5.23","4.87","0.48K","8.57%"
"2016년 02월 16일","4.67","4.88","4.88","4.88","0.01K","-2.51%"
"2016년 02월 15일","4.79","4.98","4.98","4.95","0.02K","-5.15%"
"2016년 02월 12일","5.05","4.96","5.28","4.96","3.08K","6.77%"
"2016년 02월 11일","4.73","4.63","4.63","4.63","0.01K","-2.87%"
"2016년 02월 10일","4.87","5.00","5.04","4.83","1.17K","-1.62%"
"2016년 02월 09일","4.95","5.15","5.15","5.15","0.01K","-5.35%"
