"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 07월 18일","10.56","10.45","10.62","10.35","9.04M","2.23%"
"2018년 07월 17일","10.33","9.69","10.33","9.66","10.30M","4.45%"
"2018년 07월 16일","9.89","9.95","10.10","9.87","6.09M","-0.40%"
"2018년 07월 13일","9.93","10.08","10.12","9.88","6.97M","-1.29%"
"2018년 07월 12일","10.06","9.81","10.10","9.58","13.41M","2.13%"
"2018년 07월 11일","9.85","10.15","10.35","9.83","16.50M","-7.77%"
"2018년 07월 10일","10.68","10.40","10.75","10.36","11.61M","3.09%"
"2018년 07월 09일","10.36","10.48","10.48","9.99","10.92M","1.87%"
"2018년 07월 06일","10.17","9.76","10.21","9.64","14.61M","3.78%"
"2018년 07월 05일","9.80","9.38","9.81","9.35","10.79M","8.17%"
"2018년 07월 03일","9.06","9.70","9.76","9.05","7.27M","-5.72%"
"2018년 07월 02일","9.61","9.19","9.62","8.98","8.42M","1.91%"
"2018년 06월 29일","9.43","9.60","9.78","9.43","8.80M","0.43%"
"2018년 06월 28일","9.39","9.11","9.44","9.05","10.03M","2.51%"
"2018년 06월 27일","9.16","10.03","10.13","9.16","12.34M","-7.38%"
"2018년 06월 26일","9.89","9.94","10.03","9.73","7.87M","1.02%"
"2018년 06월 25일","9.79","10.33","10.35","9.38","16.00M","-8.76%"
"2018년 06월 22일","10.73","11.13","11.19","10.66","5.16M","-2.37%"
"2018년 06월 21일","10.99","11.65","11.66","10.94","9.86M","-3.77%"
"2018년 06월 20일","11.42","11.51","11.58","11.27","7.03M","1.60%"
"2018년 06월 19일","11.24","11.13","11.25","10.72","14.99M","-3.52%"
"2018년 06월 18일","11.65","11.73","11.73","11.32","12.82M","-3.08%"
"2018년 06월 15일","12.02","11.74","12.04","11.68","10.31M","-0.17%"
"2018년 06월 14일","12.04","12.02","12.22","11.83","8.09M","1.69%"
"2018년 06월 13일","11.84","11.88","12.21","11.80","8.61M","-0.34%"
"2018년 06월 12일","11.88","11.78","11.91","11.58","7.60M","1.54%"
"2018년 06월 11일","11.70","11.71","11.89","11.59","6.12M","-0.76%"
"2018년 06월 08일","11.79","11.67","11.85","11.48","9.82M","-2.56%"
"2018년 06월 07일","12.10","12.47","12.52","11.84","9.60M","-2.65%"
"2018년 06월 06일","12.43","12.22","12.44","12.07","8.95M","1.89%"
"2018년 06월 05일","12.20","12.13","12.31","12.00","9.34M","1.33%"
"2018년 06월 04일","12.04","11.87","12.08","11.72","11.95M","2.47%"
"2018년 06월 01일","11.75","11.26","11.76","11.18","17.12M","6.72%"
