"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 04월 08일","237.14","236.06","237.38","235.91","-","0.04%"
"2021년 04월 07일","237.04","239.89","239.90","236.56","-","-0.86%"
"2021년 04월 06일","239.10","238.10","239.38","237.95","-","0.44%"
"2021년 04월 05일","238.06","237.54","239.79","237.50","-","-0.02%"
"2021년 04월 02일","238.09","238.36","238.44","238.09","-","0.68%"
"2021년 04월 01일","236.49","234.35","237.18","234.35","-","2.15%"
"2021년 03월 31일","231.52","230.74","232.25","230.68","-","-0.17%"
"2021년 03월 30일","231.91","230.54","232.09","229.83","-","1.16%"
"2021년 03월 29일","229.26","231.34","231.49","228.97","-","-1.23%"
"2021년 03월 26일","232.12","231.82","232.84","230.39","-","2.73%"
"2021년 03월 25일","225.95","225.28","226.15","222.89","-","1.19%"
"2021년 03월 24일","223.30","224.57","225.49","223.13","-","-2.15%"
"2021년 03월 23일","228.20","230.62","230.62","227.56","-","-3.47%"
"2021년 03월 22일","236.40","235.94","237.20","235.48","-","-0.59%"
"2021년 03월 19일","237.79","238.12","238.29","236.03","-","-1.59%"
"2021년 03월 18일","241.64","243.93","244.40","241.16","-","-0.32%"
"2021년 03월 17일","242.40","241.39","243.44","239.90","-","1.15%"
"2021년 03월 16일","239.64","240.75","241.94","239.10","-","-0.60%"
"2021년 03월 15일","241.09","240.62","241.46","240.28","-","-1.26%"
"2021년 03월 12일","244.18","244.98","244.99","243.12","-","0.34%"
"2021년 03월 11일","243.34","239.49","243.89","239.49","-","4.16%"
"2021년 03월 10일","233.63","231.30","235.10","231.07","-","2.55%"
"2021년 03월 09일","227.82","223.44","228.84","223.37","-","0.69%"
"2021년 03월 08일","226.27","228.04","229.09","225.78","-","-4.39%"
"2021년 03월 05일","236.67","237.08","238.01","231.93","-","-0.24%"
"2021년 03월 04일","237.24","240.96","240.96","235.39","-","-5.16%"
"2021년 03월 03일","250.16","253.14","253.28","249.76","-","-0.86%"
"2021년 03월 02일","252.32","252.32","254.38","252.29","-","0.64%"
"2021년 03월 01일","250.72","250.01","251.96","249.68","-","2.57%"
"2021년 02월 26일","244.44","244.50","245.08","242.41","-","-3.59%"
"2021년 02월 25일","253.56","257.70","258.18","251.89","-","-1.28%"
"2021년 02월 24일","256.86","253.94","257.33","253.50","-","-1.88%"
"2021년 02월 23일","261.77","263.45","263.52","255.87","-","-1.87%"
"2021년 02월 22일","266.76","267.83","268.44","266.25","-","-1.77%"
"2021년 02월 19일","271.56","267.77","271.63","267.71","-","-0.52%"
"2021년 02월 18일","272.99","278.62","278.65","272.92","-","-3.88%"
"2021년 02월 17일","284.02","286.22","286.48","282.41","-","-0.99%"
"2021년 02월 16일","286.86","287.29","289.32","286.36","-","-0.09%"
"2021년 02월 15일","287.11","286.75","287.16","286.73","-","0.97%"
"2021년 02월 12일","284.36","282.38","284.52","282.18","-","0.59%"
"2021년 02월 11일","282.69","281.43","282.75","280.82","-","0.40%"
"2021년 02월 10일","281.56","283.24","284.47","281.10","-","0.69%"
